Title,Author,genres,Link;;;;;;;;;;;;;;
The Outsiders,S.E. Hinton,Classics;Young Adult;Academic;Read For School;Realistic Fiction;Coming Of Age;Historical Fiction;Contemporary;Teen;;;;;;,https://tse4.mm.bing.net/th/id/OIP.1zmCDiGeS4WHejeI9Q8uzgAAAA?w=159&h=237&c=7&r=0&o=5&pid=1.7
Outsiders Within: Writing on Transracial Adoption,Jane Jeong Trenka/Julia Chinyere Oparah,Parenting;Adoption;Nonfiction;Race;Autobiography;Memoir;Asian Literature;Anthologies;Writing;Essays;Anti Racist;Cultural;China;;,https://tse2.mm.bing.net/th/id/OIP.RJGHnS1COeSZwlqZNm0brQAAAA?w=122&h=193&c=7&r=0&o=5&pid=1.7
Outsiders  Vol. 5: The Good Fight,Judd Winick/Matthew Clark/Art Thibert/Pop Mhan/Ron Randall,Sequential Art;Graphic Novels;Superheroes;Dc Comics;Comic Book;Batman;LGBT;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.s95mEa2iHL1Nd9DGqDiJegHaLv?w=194&h=308&c=7&r=0&o=5&pid=1.7
Sister Outsider: Essays and Speeches,Audre Lorde,Feminism;Nonfiction;Writing;Essays;Race;LGBT;Queer;Social Movements;Social Justice;Politics;Anti Racist;Gender;;;,https://tse3.mm.bing.net/th/id/OIP.kQwBIn1X-5_ntclVQwGvygAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
Caramelo,Sandra Cisneros,Historical Fiction;Novels;Contemporary;Cultural;Latin American;Adult Fiction;Literary Fiction;Literature;Young Adult;Coming Of Age;Audiobook;;;;,https://tse2.mm.bing.net/th/id/OIP.njqvGATtbqTzgScEMdGK3wAAAA?w=194&h=299&c=7&r=0&o=5&pid=1.7
The House on Mango Street,Sandra Cisneros,Classics;Young Adult;Short Stories;Academic;Contemporary;Coming Of Age;Read For School;Poetry;Realistic Fiction;;;;;;,https://tse3.mm.bing.net/th/id/OIP.ZylwbYqqProqdnou8CwFBQHaLa?w=115&h=180&c=7&r=0&o=5&pid=1.7
Selections from Homer’s Iliad,Homer/Allen Rogers Benner/Mark W. Edwards,Classics;Poetry;Fantasy;Mythology;Fiction;Textbooks;Ancient History;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.ExAM1uFAtkWpQMvOnKrIYQAAAA?w=194&h=287&c=7&r=0&o=5&pid=1.7
The Merchant of Venice,William Shakespeare,Classics;Plays;Fiction;Drama;Academic;Theatre;Read For School;Poetry;Classic Literature;;;;;;,https://tse2.mm.bing.net/th/id/OIP.tq3TaSxLoFUPBHX3bD0ZawHaL_?w=194&h=315&c=7&r=0&o=5&pid=1.7
Nancy Drew: Girl Detective: #1-4,Carolyn Keene,Childrens;Fiction;Young Adult;Middle Grade;Classics;Mystery Thriller;Adventure;Chapter Books;Literature;;;;;;,https://tse1.mm.bing.net/th/id/OIP.q-wTzyHo3QrE8-hNeclHIwHaKk?w=194&h=277&c=7&r=0&o=5&pid=1.7
Nancy's Mysterious Letter (Nancy Drew Mystery Stories  #8),Carolyn Keene/Walter Karig,Fiction;Young Adult;Childrens;Classics;Middle Grade;Mystery Thriller;Juvenile;Adventure;Crime;;;;;;,https://tse4.mm.bing.net/th/id/OIP.ygSXL3FIKrBbVgfwGsppfgHaLW?w=133&h=205&c=7&r=0&o=5&pid=1.7
The Secret of the Old Clock (Nancy Drew Mystery Stories  #1),Carolyn Keene/Russell H. Tandy/Sara Paretsky,Young Adult;Fiction;Classics;Childrens;Middle Grade;Mystery Thriller;Juvenile;Adventure;Crime;;;;;;,https://tse4.mm.bing.net/th/id/OIP.WSHeX_D46cg-QD7apuwD9wHaLT?w=194&h=296&c=7&r=0&o=5&pid=1.7
The Mystery at the Moss-covered Mansion (Nancy Drew Mystery Stories  #18),Carolyn Keene/Russell H. Tandy/Mildred Benson,Fiction;Young Adult;Childrens;Classics;Middle Grade;Juvenile;Mystery Thriller;Adventure;Detective;;;;;;,https://tse1.mm.bing.net/th/id/OIP.RGncX59E_6fH_bFuI_fvcQHaLS?w=194&h=296&c=7&r=0&o=5&pid=1.7
The Mystery of the Brass-Bound Trunk (Nancy Drew Mystery Stories  #17),Carolyn Keene/Mildred Benson,Fiction;Young Adult;Childrens;Classics;Middle Grade;Mystery Thriller;Juvenile;Detective;Suspense;;;;;;,https://tse3.mm.bing.net/th/id/OIP.42B7at28km8YSIte9FQPGgAAAA?w=178&h=244&c=7&r=0&o=5&pid=1.7
The Mantle of the Prophet: Religion and Politics in Iran,Roy Mottahedeh,History;Cultural;Iran;Nonfiction;Politics;Religion;Islam;Philosophy;Spirituality;Sociology;;;;;,https://tse2.mm.bing.net/th/id/OIP.ROFeJg8c4s-cWkM2yTpb9wHaLU?w=194&h=297&c=7&r=0&o=5&pid=1.7
The Greatest Generation,Tom Brokaw,Nonfiction;World War II;Biography;North American Hi...;American History;Historical;Military Fiction;Autobiography;Memoir;Military History;;;;;,https://tse2.mm.bing.net/th/id/OIP.XjeNd8vfUzeCYB0OkJSQ5wHaLC?w=112&h=180&c=7&r=0&o=5&pid=1.7
Maverick: The Success Story Behind the World's Most Unusual Workplace,Ricardo Semler,Business;Management;Nonfiction;Leadership;Biography;Entrepreneurship;Economics;Self Help;Personal Development;Productivity;History;;;;,https://tse2.mm.bing.net/th/id/OIP.MEbzaiJBRGmY0cGSS-iKfgAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
Weekend Warriors (Sisterhood  #1),Fern Michaels,Romance;Womens Fiction;Chick Lit;Suspense;Contemporary;Crime;Audiobook;Mystery Thriller;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.hDe0KUQhIxEdGvJrO6nYuAHaD4?w=309&h=180&c=7&r=0&o=5&pid=1.7
The Weekend Novelist,Robert J. Ray/Bret Norris,Language;Writing;Nonfiction;Reference;Education;Research;Art;Crafts;Books About Books;;;;;;,https://tse3.mm.bing.net/th/id/OIP.EWE71o_tJLbr36XU4e_iaAAAAA?w=194&h=308&c=7&r=0&o=5&pid=1.7
The Week-End Book,Francis Meynell/John Julius Norwich/Francis Maynell,Nonfiction;History;European Literature;British Literature;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.r-lbJ_26Scj1iTUbUqb6AgHaLp?w=194&h=305&c=7&r=0&o=5&pid=1.7
North Carolina Weekends,Lynn Setzer,Travel;;;;;;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.-p1jrE2sbrWBlPD9d-AAKgHaLI?w=194&h=292&c=7&r=0&o=5&pid=1.7
Far from the Madding Crowd,Thomas Hardy/Margaret Drabble,Classics;Romance;Historical Fiction;19th Century;Victorian;European Literature;British Literature;Novels;Classic Literature;;;;;;,https://tse2.mm.bing.net/th/id/OIP.puRKAtb8O8f18NuUPwoERAHaK6?w=194&h=287&c=7&r=0&o=5&pid=1.7
Selected Poems,Thomas Hardy/Robert Mezey,Poetry;Classics;European Literature;British Literature;19th Century;Fiction;20th Century;Academic;School;Classic Literature;Death;;;;,https://tse3.mm.bing.net/th/id/OIP.k3_O4YpI2kfmubRYOUJzSwHaHa?w=194&h=194&c=7&r=0&o=5&pid=1.7
Selected Poetry,Thomas Hardy/Samuel Hynes,Poetry;Fiction;Classics;Historical;Victorian;European Literature;British Literature;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.jIUQGWeW0vWwk0-5p3A1KgHaLQ?w=194&h=296&c=7&r=0&o=5&pid=1.7
Underworld (Underworld  #1),Greg Cox/Danny McBride/Len Wiseman/Kevin Grevioux,Paranormal;Vampires;Horror;Urban Fantasy;Fiction;Shapeshifters;Werewolves;Romance;Adult;Novels;;;;;,https://tse3.mm.bing.net/th/id/OIP.jiukeSdCQL8og01eR5qDmgHaE7?w=301&h=200&c=7&r=0&o=5&pid=1.7
Underworld: The Mysterious Origins of Civilization,Graham Hancock,Nonfiction;Archaeology;Anthropology;Ancient History;Science Fiction;Alternate History;Reference;Mystery;Geology;;;;;;,https://tse2.mm.bing.net/th/id/OIP.5xYbePtBjHzeCPQlC5qKhgAAAA?w=116&h=180&c=7&r=0&o=5&pid=1.7
The Dream and the Underworld,James Hillman,Psychology;Nonfiction;Philosophy;Fantasy;Mythology;Psychoanalysis;Occult;Mysticism;Reference;Spirituality;;;;;,https://tse1.mm.bing.net/th/id/OIP.kZGiMdHvqSBMspU7lQRYEQAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
Underworld (Star Wars: The Last of the Jedi  #3),Jude Watson,Media Tie In;Star Wars;Science Fiction;Young Adult;Childrens;Fantasy;Adventure;Middle Grade;Juvenile;;;;;;,https://tse2.mm.bing.net/th/id/OIP.H2CV8h4azY5T-tuihv92KwHaD4?w=245&h=180&c=7&r=0&o=5&pid=1.7
Star Wars: Underworld - The Yavin Vassilika,Mike Kennedy/Carlos Meglia,Media Tie In;Star Wars;Sequential Art;Science Fiction;Graphic Novels Comics;Comic Book;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.7Z_Vl3_4ZO8ng8WP9e5kUgAAAA?w=194&h=299&c=7&r=0&o=5&pid=1.7
Underworld: Blood Enemy (Underworld  #2),Greg Cox/Len Wiseman/Kevin Grevioux,Paranormal;Vampires;Horror;Urban Fantasy;Shapeshifters;Werewolves;Romance;Novels;Science Fiction;;;;;;,https://tse2.mm.bing.net/th/id/OIP.hq1-DPUX8oYJHQ7H34Lv1QAAAA?w=266&h=180&c=7&r=0&o=5&pid=1.7
Queen of the Underworld,Gail Godwin,Historical Fiction;Literary Fiction;Audiobook;Contemporary;Novels;Female Authors;Womens Fiction;Chick Lit;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.WrjRCT79zu85LghaKuKnnAHaIY?w=194&h=221&c=7&r=0&o=5&pid=1.7
Ve  perro ¡Ve!,P.D. Eastman/Adolfo Pérez Perdomo,Childrens;Picture Books;Fiction;Classics;Animals;Dogs;Kids;Poetry;Juvenile;Fantasy;;;;;,https://tse1.mm.bing.net/th/id/OIP.e20w7LIB_gcburK0VFZMwwHaLc?w=115&h=180&c=7&r=0&o=5&pid=1.7
Murder in the Cathedral,T.S. Eliot,Plays;Classics;Drama;Poetry;Historical Fiction;Theatre;Literature;Religion;Academic;School;;;;;,https://tse2.mm.bing.net/th/id/OIP.yDGrp0rgsFwlXwMgt99GOAHaCt?w=312&h=180&c=7&r=0&o=5&pid=1.7
Cathedral  Forge  and Waterwheel: Technology and Invention in the Middle Ages,Frances Gies/Joseph Gies,Nonfiction;Historical;Technology;Medieval History;European History;History Of Science;Reference;Research;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.IlYF8Fpuxp7HdN1QMXy__AAAAA?w=194&h=284&c=7&r=0&o=5&pid=1.7
L'Équilibre du monde,Rohinton Mistry/Françoise Adelstain,Historical Fiction;Cultural;Asian Literature;Indian Literature;Canada;Literary Fiction;Novels;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.kzgJw5QVmAfzCEh4ghxApQHaEA?w=194&h=105&c=7&r=0&o=5&pid=1.7
In the Kitchen with Rosie: Oprah's Favorite Recipes,Rosie Daley/Oprah Winfrey,Food and Drink;Cookbooks;Cooking;Nonfiction;Reference;Health;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.a3FV52l8APZzeNlje1qDWwHaII?w=158&h=180&c=7&r=0&o=5&pid=1.7
King Richard II,William Shakespeare/Andrew Gurr,Plays;Classics;Drama;Historical Fiction;Theatre;Poetry;Literature;Academic;School;;;;;;,https://tse4.mm.bing.net/th/id/OIP.87EVvqOK4_nO8oV-uQTHigHaJw?w=194&h=257&c=7&r=0&o=5&pid=1.7
King Richard II,William Shakespeare/Charles R. Forker,Plays;Classics;Drama;Historical Fiction;Theatre;Poetry;Literature;Academic;School;;;;;;,https://tse4.mm.bing.net/th/id/OIP.87EVvqOK4_nO8oV-uQTHigHaJw?w=194&h=257&c=7&r=0&o=5&pid=1.7
King Richard II,William Shakespeare/Andrew Gurr,Plays;Classics;Drama;Historical Fiction;Theatre;Poetry;Literature;Academic;School;;;;;;,https://tse4.mm.bing.net/th/id/OIP.87EVvqOK4_nO8oV-uQTHigHaJw?w=194&h=257&c=7&r=0&o=5&pid=1.7
Floating in My Mother's Palm,Ursula Hegi/John Collier/Francine Kass,Historical Fiction;Cultural;Germany;Short Stories;Literary Fiction;Novels;Young Adult;Coming Of Age;Literature;Adult Fiction;World War II;;;;,https://tse3.mm.bing.net/th/id/OIP.R0-zeR6qE5JLL_M3nPcM5QHaLa?w=194&h=299&c=7&r=0&o=5&pid=1.7
Tearing the Silence: On Being German in America,Ursula Hegi,Nonfiction;Cultural;Germany;Autobiography;Memoir;World War II;Biography;European Literature;German Literature;Oral History;Historical;;;;,https://tse1.mm.bing.net/th/id/OIP.ChsW3aAJnjUsKJIkpt22xAAAAA?w=123&h=187&c=7&r=0&o=5&pid=1.7
Paint it Black,Janet Fitch,Contemporary;Romance;Literature;Womens Fiction;Chick Lit;Drama;Adult Fiction;Novels;Unfinished;;;;;;,https://tse1.mm.bing.net/th/id/OIP.hkNPI-mYJPfxtHE2Xy1PkwAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
The Tempest,William Shakespeare/Peter Hulme/William H. Sherman,Classics;Plays;Drama;Fiction;Fantasy;Academic;Theatre;Literature;Poetry;Read For School;;;;;,https://tse2.mm.bing.net/th/id/OIP.AxxwsEMuMKJ2iMuLPLhr_AHaLc?w=194&h=299&c=7&r=0&o=5&pid=1.7
The Day of the Tempest (Dragonlance: Dragons of a New Age  #2),Jean Rabe,Dungeons and Dragons;Dragonlance;Role Playing Games;High Fantasy;Science Fiction Fantasy;Adventure;Epic Fantasy;Novels;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.AtJDrqRm9QJ4QIDm3TP29gHaEK?w=284&h=180&c=7&r=0&o=5&pid=1.7
A Tempest,Aimé Césaire/Richard Miller,Plays;Drama;Academic;Fiction;Classics;Theatre;Cultural;France;Read For School;Retellings;Literature;Post Colonial;;;,https://tse1.mm.bing.net/th/id/OIP.LJa24QwpWwGzivvnpaf3bAAAAA?w=156&h=247&c=7&r=0&o=5&pid=1.7
A Midsummer Night's Dream,William Shakespeare/Harold F. Brooks,Classics;Plays;Fiction;Fantasy;Drama;Academic;School;Romance;Theatre;Poetry;Literature;;;;,https://tse1.mm.bing.net/th/id/OIP.TvQ9X867hSGhCmRiT3SCHwHaLc?w=194&h=299&c=7&r=0&o=5&pid=1.7
A Midsummer Night's Dream,William Shakespeare/R.A. Foakes,Classics;Plays;Fiction;Fantasy;Drama;Academic;School;Romance;Theatre;Poetry;Literature;;;;,https://tse4.mm.bing.net/th/id/OIP.f89huWN2cTPrrxNc7nXwQwAAAA?w=194&h=266&c=7&r=0&o=5&pid=1.7
Minuit dans le jardin du bien et du mal,John Berendt,Nonfiction;True Crime;Mystery;History;American;Southern;Classics;Audiobook;Travel;Autobiography;Memoir;;;;,https://tse4.mm.bing.net/th/id/OIP.u1I5vkMemPZttSKJtFCDnwHaJ0?w=152&h=201&c=7&r=0&o=5&pid=1.7
Les Essais (mis en français moderne par Claude Pinganaud),Michel de Montaigne,Philosophy;Writing;Essays;Classics;Nonfiction;Cultural;France;European Literature;French Literature;History;16th Century;Psychology;;;,https://tse4.mm.bing.net/th/id/OIP.xVPPDSLOG5jI1z6yTCK92gAAAA?w=194&h=291&c=7&r=0&o=5&pid=1.7
Cliffs Notes on Hugo's Les Miserables,Amy L. Marsland,Classics;;;;;;;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.omNdM4oJNT2bkfYfomZnkQAAAA?w=182&h=273&c=7&r=0&o=5&pid=1.7
Les Misérables,Victor Hugo/Norman Denny,Classics;Historical Fiction;Cultural;France;Novels;European Literature;French Literature;Romance;Classic Literature;;;;;;,https://tse3.mm.bing.net/th/id/OIP.gNVXJF586anwe5EagCQjTQAAAA?w=194&h=305&c=7&r=0&o=5&pid=1.7
Hamlet in Purgatory,Stephen Greenblatt,Nonfiction;Literary Criticism;History;Religion;Plays;Theatre;Philosophy;Literature;Academic;Drama;;;;;,https://tse2.mm.bing.net/th/id/OIP.woZSLYpLTl6czZyjjLruWQAAAA?w=194&h=292&c=7&r=0&o=5&pid=1.7
From Hinton to Hamlet: Building Bridges between Young Adult Literature and the Classics,Sarah K. Herz/Donald R. Gallo,Education;Nonfiction;Classics;Academic;Grad School;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.pc967sCfX1zQzKQiQ97_bwHaLv?w=114&h=180&c=7&r=0&o=5&pid=1.7
Hamlet,William Shakespeare/Burton Raffel/Harold Bloom,Classics;Plays;Fiction;Drama;Academic;Literature;Theatre;Read For School;Poetry;Young Adult;High School;;;;,https://tse2.mm.bing.net/th/id/OIP.RMilb4B1keZvt0GUXVIjmwHaL0?w=194&h=310&c=7&r=0&o=5&pid=1.7
Hamlet  Prince of Denmark,William Shakespeare/Philip Edwards/Robert Hapgood,Classics;Plays;Fiction;Drama;Academic;Literature;Theatre;Read For School;Poetry;Young Adult;High School;;;;,https://tse1.mm.bing.net/th/id/OIP.g_uRDLZe4LwNwGjRBWhECQHaLH?w=194&h=291&c=7&r=0&o=5&pid=1.7
Romeo & Juliet,William Shakespeare/Roma Gill,Classics;Plays;Fiction;Romance;Academic;Drama;Read For School;Literature;Young Adult;High School;Poetry;;;;,https://tse4.mm.bing.net/th/id/OIP.DuNsj8EADRupMMcj9-fJKQHaFj?w=281&h=211&c=7&r=0&o=5&pid=1.7
Romeo and Juliet,William Shakespeare/Paul D. Moliken,Classics;Plays;Fiction;Romance;Academic;Drama;Read For School;Literature;Young Adult;High School;Poetry;;;;,https://tse3.mm.bing.net/th/id/OIP.h5b9RbMXLVC-fyNy8hvSYgHaJK?w=194&h=241&c=7&r=0&o=5&pid=1.7
Romeo and Juliet,William Shakespeare/G. Blakemore Evans/Thomas Moisan,Classics;Plays;Fiction;Romance;Academic;Drama;Read For School;Literature;Young Adult;High School;Poetry;;;;,https://tse3.mm.bing.net/th/id/OIP.5QqvDai2kvm419mOcGWVBAHaLH?w=194&h=291&c=7&r=0&o=5&pid=1.7
Shakespeare's Romeo and Juliet,William Shakespeare/Karin Jacobson/Sidney Lamb,Classics;Plays;Fiction;Romance;Academic;Drama;Read For School;Literature;Young Adult;High School;Poetry;;;;,https://tse3.mm.bing.net/th/id/OIP._IpwEkdtCnXSN_T0arXrKQHaJ4?w=194&h=258&c=7&r=0&o=5&pid=1.7
Romeo and Juliet (SparkNotes Literature Guide),SparkNotes/Brian  Phillips/William Shakespeare,Classics;Nonfiction;Plays;Theatre;Romance;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.h0M1FcG5NpMH_SC5ymXMfQHaEK?w=194&h=109&c=7&r=0&o=5&pid=1.7
Romeo and Juliet,William Shakespeare/René Weis,Classics;Plays;Fiction;Romance;Academic;Drama;Read For School;Literature;Young Adult;High School;Poetry;;;;,https://tse1.mm.bing.net/th/id/OIP.jIT9R4iL_lNwgjnX6Y91OAHaLZ?w=194&h=299&c=7&r=0&o=5&pid=1.7
La Petite Fille du Lac,Christina Schwarz/Marie-Hélène Sabard,Historical Fiction;Contemporary;Adult Fiction;Book Club;Novels;Mystery Thriller;;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.P42NeLXO0UCSUPYN-5A9yQHaE7?w=298&h=199&c=7&r=0&o=5&pid=1.7
South of the Border  West of the Sun,Haruki Murakami/Philip Gabriel,Fiction;Cultural;Asian Literature;Japanese Literature;Contemporary;Romance;Novels;Magical Realism;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.MMY0GeHhRt0mMmmbafYgYwHaEK?w=194&h=109&c=7&r=0&o=5&pid=1.7
Clock of the Long Now: Time and Responsibility: The Ideas Behind the World's Slowest Computer,Stewart Brand,Nonfiction;Philosophy;Science;Technology;History;Cultural;Sociology;Business;Futurism;Environment;Sustainability;;;;,https://tse2.mm.bing.net/th/id/OIP.kFVIQvJMGQNpa7Qb7Oi6wAHaJ4?w=94&h=180&c=7&r=0&o=5&pid=1.7
Jessica's Bad Idea (Sweet Valley Twins and Friends  #31),Francine Pascal/Jamie Suzanne,Young Adult;Childrens;Middle Grade;Fiction;Juvenile;Teen;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.UngYwoRSx96ncbWJya2mhAHaL2?w=194&h=311&c=7&r=0&o=5&pid=1.7
How to Win Friends and Influence People,Dale Carnegie,Self Help;Nonfiction;Business;Psychology;Personal Development;Leadership;Classics;Language;Communication;Audiobook;Relationships;;;;,https://tse3.mm.bing.net/th/id/OIP.0G6cPYbxLxomx470fKORuwAAAA?w=194&h=274&c=7&r=0&o=5&pid=1.7
How to Win Friends and Influence People,Dale Carnegie,Self Help;Nonfiction;Business;Psychology;Personal Development;Leadership;Classics;Language;Communication;Audiobook;Relationships;;;;,https://tse1.mm.bing.net/th/id/OIP.pBU1yoj1nUcytsmgak5hcAAAAA?w=194&h=194&c=7&r=0&o=5&pid=1.7
How to Win Friends and Influence People for Teen Girls,Donna Dale Carnegie,Self Help;Nonfiction;Psychology;Young Adult;High School;Relationships;Childrens;Juvenile;Family;Philosophy;Business;Womens;;;,https://tse3.mm.bing.net/th/id/OIP.5tK5CUws8e079Nz7tJZsLAHaLb?w=194&h=299&c=7&r=0&o=5&pid=1.7
Naked Economics: Undressing the Dismal Science,Charles Wheelan,Economics;Nonfiction;Business;Finance;Politics;Academic;School;Social Science;Currency;Money;Psychology;;;;,https://tse4.mm.bing.net/th/id/OIP.PLJsWlNiFnP_f5fb8zAtLgAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
The Naked Warrior: Master the Secrets of the Super-Strong - Using Bodyweight Exercises Only,Pavel Tsatsouline,Sports;Fitness;Health;Nonfiction;Self Help;Science;Reference;Combat;Martial Arts;;;;;;,https://tse2.mm.bing.net/th/id/OIP.FUv1rcTTN5BIjBpnXzQoAAAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
The Naked Ape: A Zoologist's Study of the Human Animal,Desmond Morris,Nonfiction;Anthropology;Psychology;Biology;Evolution;Sociology;History;Environment;Nature;Popular Science;;;;;,https://tse1.mm.bing.net/th/id/OIP.naJQPY4B8G2mQwbYbMuirwHaIb?w=194&h=221&c=7&r=0&o=5&pid=1.7
There's No Toilet Paper . . . on the Road Less Traveled: The Best of Travel Humor and Misadventure,Doug Lansky,Travel;Humor;Nonfiction;Writing;Essays;Short Stories;Autobiography;Memoir;Comedy;Anthologies;;;;;,https://tse1.mm.bing.net/th/id/OIP.XDn8LMQ8r77d5_k9vs5zXAHaEK?w=254&h=180&c=7&r=0&o=5&pid=1.7
Kitchen Confidential: Adventures in the Culinary Underbelly,Anthony Bourdain,Nonfiction;Food and Drink;Autobiography;Cooking;Audiobook;Biography Memoir;Humor;Foodie;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.Ste0fkonwHYC3wrapbcbfwHaLR?w=194&h=296&c=7&r=0&o=5&pid=1.7
More Than You Know: Finding Financial Wisdom in Unconventional Places,Michael J. Mauboussin,Economics;Business;Nonfiction;Psychology;Currency;Money;Philosophy;Personal Finance;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.pqxZAoYKawLEWBrIZkFlsgAAAA?w=108&h=180&c=7&r=0&o=5&pid=1.7
Searching for God Knows What,Donald Miller,Nonfiction;Religion;Christianity;Faith;Spirituality;Theology;Autobiography;Memoir;Christian Living;Christian Non Fiction;;;;;,https://tse1.mm.bing.net/th/id/OIP.-_rkXdshtOI5yxx4M0OPlgHaJ4?w=134&h=180&c=7&r=0&o=5&pid=1.7
The More Than Complete Hitchhiker's Guide (Hitchhiker's Guide  #1-4 + short story),Douglas Adams,Humor;Comedy;Science Fiction Fantasy;Space;Aliens;Novels;Classics;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.8FT5zLD1-MIAeNWeagdaMgHaLf?w=194&h=302&c=7&r=0&o=5&pid=1.7
Hitchhiker's Guide To The Galaxy: The Filming of the Douglas Adams classic,Robbie Stamp/Paul Simpson,Science Fiction;Humor;;;;;;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.n584IaR44NZ7SWgk1IAKTQHaLH?w=115&h=180&c=7&r=0&o=5&pid=1.7
Different Seasons,Stephen King,Horror;Fiction;Short Stories;Thriller;Mystery;Fantasy;Drama;Classics;Suspense;Anthologies;;;;;,https://tse3.mm.bing.net/th/id/OIP.79tSzQSzIFq3BwVUdN0C2QAAAA?w=194&h=296&c=7&r=0&o=5&pid=1.7
If: A Father's Advice to His Son,Rudyard Kipling/Charles R. Smith Jr.,Poetry;Classics;Philosophy;Fiction;Childrens;Picture Books;Self Help;Spirituality;Literature;20th Century;Inspirational;;;;,https://tse4.mm.bing.net/th/id/OIP.AaXppjk8M9JJrYzjOc3x8wHaJ4?w=194&h=259&c=7&r=0&o=5&pid=1.7
Much Ado about Nothing,William Shakespeare/Jacky Bratton,Classics;Plays;Fiction;Drama;Romance;Academic;School;Theatre;Literature;Poetry;Humor;;;;,https://tse1.mm.bing.net/th/id/OIP.44hLZBDHLjtUz8xtuJogwgAAAA?w=194&h=315&c=7&r=0&o=5&pid=1.7
Much Ado about Nothing,William Shakespeare/Roma Gill,Classics;Plays;Fiction;Drama;Romance;Academic;School;Theatre;Literature;Poetry;Humor;;;;,https://tse1.mm.bing.net/th/id/OIP.44hLZBDHLjtUz8xtuJogwgAAAA?w=194&h=315&c=7&r=0&o=5&pid=1.7
The Waste Land,T.S. Eliot/Michael North,Poetry;Classics;Fiction;20th Century;Academic;American;College;European Literature;British Literature;Read For School;;;;;,https://tse1.mm.bing.net/th/id/OIP.Ak4GvfY0o_KtrG2SH4ILVwHaDt?w=194&h=97&c=7&r=0&o=5&pid=1.7
The Annotated Waste Land with Eliot's Contemporary Prose,T.S. Eliot/Lawrence Rainey,Poetry;Classics;Fiction;20th Century;Academic;American;College;European Literature;British Literature;Read For School;;;;;,https://tse4.mm.bing.net/th/id/OIP.bTIaX3UbpeQ8i7NcURUziwHaJk?w=194&h=252&c=7&r=0&o=5&pid=1.7
The Waste Land and Other Writings,T.S. Eliot/Mary Karr,Poetry;Classics;Writing;Essays;American;European Literature;British Literature;Academic;College;20th Century;Nonfiction;The United States Of America;;;,https://tse3.mm.bing.net/th/id/OIP.CjbZ2IHlCTaV6lkEKZFvhwHaLi?w=194&h=303&c=7&r=0&o=5&pid=1.7
The Waste Lands (The Dark Tower  #3),Stephen King/Ned Dameron,Horror;Adventure;Westerns;Audiobook;Science Fiction Fantasy;Thriller;Post Apocalyptic;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.Tj3V_e_r-BicMKoK1k0rUgAAAA?w=194&h=292&c=7&r=0&o=5&pid=1.7
Timequake,Kurt Vonnegut Jr.,Science Fiction;Humor;Classics;Literature;Novels;Time Travel;American;Fantasy;Literary Fiction;;;;;;,https://tse4.mm.bing.net/th/id/OIP.D6_stvVv9NXeelKsVfrB5gAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
Climb the Family Tree  Jesse Bear!,Nancy White Carlstrom/Bruce Degen,Childrens;Picture Books;Animals;;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.c7NT_Awj8Zn1p6lNEfk9lAHaJi?w=121&h=180&c=7&r=0&o=5&pid=1.7
What a Scare  Jesse Bear,Nancy White Carlstrom/Bruce Degen,Holiday;Halloween;Childrens;Picture Books;Animals;Storytime;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.HghoqFZx8U5fK6uqg9hm_QHaJI?w=179&h=220&c=7&r=0&o=5&pid=1.7
