Title,Author,genres,Link;;;;;;;;;;;;;;
'Salem's Lot,Stephen King/Ron McLarty,Horror;Fiction;Paranormal;Vampires;Fantasy;Thriller;Supernatural;Audiobook;Adult;Mystery;;;;;,https://tse3.mm.bing.net/th/id/OIP.EfAY5kmW0sCvbxfrGcC44AHaKe?w=194&h=274&c=7&r=0&o=5&pid=1.7
'Salem's Lot,Stephen King,Horror;Fiction;Paranormal;Vampires;Fantasy;Thriller;Supernatural;Audiobook;Adult;Mystery;;;;;,https://tse3.mm.bing.net/th/id/OIP.EfAY5kmW0sCvbxfrGcC44AHaKe?w=194&h=274&c=7&r=0&o=5&pid=1.7
Carrie / 'Salem's Lot / The Shining,Stephen King,Horror;Fiction;Classics;Thriller;Adult;Fantasy;Paranormal;Vampires;Anthologies;Collections;Academic;School;;;,https://tse3.mm.bing.net/th/id/OIP.uFF4nUwcYrhdss17SXWn3wHaJ4?w=194&h=259&c=7&r=0&o=5&pid=1.7
'Salem's Lot,Stephen King,Horror;Fiction;Paranormal;Vampires;Fantasy;Thriller;Supernatural;Audiobook;Adult;Mystery;;;;;,https://tse3.mm.bing.net/th/id/OIP.EfAY5kmW0sCvbxfrGcC44AHaKe?w=194&h=274&c=7&r=0&o=5&pid=1.7
'Salem's Lot,Stephen King,Horror;Fiction;Paranormal;Vampires;Fantasy;Thriller;Supernatural;Audiobook;Adult;Mystery;;;;;,https://tse3.mm.bing.net/th/id/OIP.EfAY5kmW0sCvbxfrGcC44AHaKe?w=194&h=274&c=7&r=0&o=5&pid=1.7
Orientalism,Edward W. Said,Nonfiction;History;Philosophy;Politics;Theory;Sociology;Anthropology;Race;Academic;Classics;;;;;,https://tse2.mm.bing.net/th/id/OIP.HRF5nKqAvCs_lbNq8jYGcgHaKs?w=194&h=280&c=7&r=0&o=5&pid=1.7
Interpreter of Maladies,Jhumpa Lahiri,Short Stories;Cultural;Contemporary;Literary Fiction;Asian Literature;Indian Literature;Adult Fiction;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.CBLamPUuFK88fo2wOEOqDwAAAA?w=194&h=274&c=7&r=0&o=5&pid=1.7
The Faiths of the Founding Fathers,David L. Holmes,Religion;Nonfiction;North American Hi...;American History;Politics;Biography;Military History;American Revolution;Christianity;Faith;Historical;;;;,https://tse1.mm.bing.net/th/id/OIP.D42ta7Mkn_eQuf2IHsi2hQAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
Girls in Pants: The Third Summer of the Sisterhood (Sisterhood  #3),Ann Brashares,Womens Fiction;Chick Lit;Romance;Teen;Realistic Fiction;Coming Of Age;Childrens;Young Adult Contemporary;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.iHJ4BucSiOQoKmveKT8-hgHaLV?w=127&h=194&c=7&r=0&o=5&pid=1.7
Forever in Blue: The Fourth Summer of the Sisterhood (Sisterhood  #4),Ann Brashares,Womens Fiction;Chick Lit;Romance;Teen;Realistic Fiction;Coming Of Age;Childrens;Young Adult Contemporary;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.0OUy0ZiBoPgqT6tMsnBjrAHaHa?w=194&h=194&c=7&r=0&o=5&pid=1.7
Junie B.  First Grader: Cheater Pants (Junie B. Jones  #21),Barbara Park/Denise Brunkus,Childrens;Chapter Books;Realistic Fiction;Humor;Juvenile;Middle Grade;1st Grade;Contemporary;Kids;;;;;;,https://tse1.mm.bing.net/th/id/OIP.FoS6fbmy7-TmwqyzK0XZQAHaEK?w=194&h=109&c=7&r=0&o=5&pid=1.7
Nineteen Eighty-Four,George Orwell/Thomas Pynchon,Classics;Science Fiction;Dystopia;Literature;Novels;Politics;Academic;School;Fantasy;Adult;;;;;,https://tse3.mm.bing.net/th/id/OIP.PtxkLXamMLsui2lL1mxBDAAAAA?w=194&h=276&c=7&r=0&o=5&pid=1.7
Animal Farm / 1984,George Orwell/Christopher Hitchens,Classics;Science Fiction;Dystopia;Literature;Politics;Fantasy;Novels;Academic;School;Philosophy;;;;;,https://tse2.mm.bing.net/th/id/OIP.SIVZMtSJe2rg9DWJZGFrWQHaHa?w=215&h=215&c=7&r=0&o=5&pid=1.7
1984,George Orwell/Erich Fromm,Classics;Science Fiction;Dystopia;Literature;Novels;Politics;Academic;School;Fantasy;Adult;;;;;,https://tse4.mm.bing.net/th/id/OIP.LIvPYUFRTisXg8dUTYS4CAAAAA?w=186&h=334&c=7&r=0&o=5&pid=1.7
Nineteen Eighty-Four,George Orwell,Classics;Science Fiction;Dystopia;Literature;Novels;Politics;Academic;School;Fantasy;Adult;;;;;,https://tse3.mm.bing.net/th/id/OIP.8W-o5eNz5R-xNwPjvHSR3AHaJt?w=194&h=255&c=7&r=0&o=5&pid=1.7
Brave New World / Brave New World Revisited,Aldous Huxley/Christopher Hitchens,Classics;Dystopia;Literature;Novels;Philosophy;Science Fiction Fantasy;Politics;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.XXxZKrCELzn17lVTUakKmAHaLc?w=194&h=299&c=7&r=0&o=5&pid=1.7
Brave New World and Brave New World Revisited,Aldous Huxley/Christopher Hitchens,Classics;Dystopia;Literature;Novels;Philosophy;Science Fiction Fantasy;Politics;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.XXxZKrCELzn17lVTUakKmAHaLc?w=194&h=299&c=7&r=0&o=5&pid=1.7
Brave New World Revisited,Aldous Huxley,Classics;Science Fiction;Philosophy;Dystopia;Writing;Essays;Politics;Literature;Psychology;Sociology;;;;;,https://tse4.mm.bing.net/th/id/OIP.nKiX8SO_AElJMru1gX6QzAHaK8?w=194&h=287&c=7&r=0&o=5&pid=1.7
Brave New World,Aldous Huxley,Classics;Dystopia;Literature;Novels;Academic;School;Philosophy;Science Fiction Fantasy;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.fJ1-6kj6KnyqHYq-S9QV8gHaHa?w=194&h=194&c=7&r=0&o=5&pid=1.7
Andrew Carnegie,David Nasaw,Business;Nonfiction;North American Hi...;American History;Biography Memoir;Economics;Audiobook;Leadership;Finance;;;;;;,https://tse4.mm.bing.net/th/id/OIP.tnQJC5ZYqH3r7tkwFZAAHQHaKE?w=194&h=264&c=7&r=0&o=5&pid=1.7
The Cairo Trilogy: Palace Walk / Palace of Desire / Sugar Street (The Cairo Trilogy #1-3),Naguib Mahfouz,Classics;Historical Fiction;Northern Africa;Egypt;Cultural;Novels;Nobel Prize;African Literature;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.Ncu2D3qpL_0mYGimQX2ZiQHaLX?w=115&h=180&c=7&r=0&o=5&pid=1.7
Children of the Alley,Naguib Mahfouz/Peter Theroux,Novels;Classics;Literature;Northern Africa;Egypt;Historical Fiction;Cultural;Religion;Nobel Prize;Philosophy;;;;;,https://tse1.mm.bing.net/th/id/OIP.z1CpInakB1R4Ajm_MN0taAAAAA?w=194&h=291&c=7&r=0&o=5&pid=1.7
Akhenaten: Dweller in Truth,Naguib Mahfouz/Tagreid Abu-Hassabo,Historical Fiction;Northern Africa;Novels;Cultural;Classics;African Literature;Egyptian Literature;Literary Fiction;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.ByCoKLIOLEucdQlvB258iwAAAA?w=194&h=302&c=7&r=0&o=5&pid=1.7
Adrift on the Nile,Naguib Mahfouz/Frances Liardet,Fiction;Novels;Northern Africa;Classics;Philosophy;Cultural;African Literature;Egyptian Literature;20th Century;Nobel Prize;;;;;,https://tse1.mm.bing.net/th/id/OIP.aQTzUMUJtTCl9qdEqFSIHQHaFj?w=194&h=146&c=7&r=0&o=5&pid=1.7
Midaq Alley,Naguib Mahfouz/Trevor Le Gassick,Northern Africa;Egypt;Literature;Novels;Cultural;Classics;Nobel Prize;Historical Fiction;Academic;School;20th Century;;;;,https://tse2.mm.bing.net/th/id/OIP.6g5v1uEM1tHey4DMLXwOWAHaK_?w=194&h=288&c=7&r=0&o=5&pid=1.7
The Harafish,Naguib Mahfouz/Catherine Cobham/Naguib Mahfouz,Novels;Northern Africa;Classics;Historical Fiction;Cultural;African Literature;Egyptian Literature;Nobel Prize;Media Tie In;;;;;;,https://tse3.mm.bing.net/th/id/OIP.U-QvHf-zlDbdMMULqJHODgHaHa?w=194&h=194&c=7&r=0&o=5&pid=1.7
The Day the Leader Was Killed,Naguib Mahfouz/Surgana/Naguib Mahfouz,Novels;Historical Fiction;Northern Africa;Cultural;Classics;African Literature;Egyptian Literature;Nobel Prize;Romance;;;;;;,https://tse4.mm.bing.net/th/id/OIP.RLg-TE2XAKSR0xoW3k8NZwAAAA?w=141&h=212&c=7&r=0&o=5&pid=1.7
Anne Frank Beyond the Diary: A Photographic Remembrance,Ruud van der Rol/Rian Verhoeven/Anna Quindlen/Anne Frank/Tony   Langham/Plym Peters,History;Nonfiction;Biography;World War II;Holocaust;Classics;Historical;Autobiography;Memoir;Literature;Jewish;;;;,https://tse4.mm.bing.net/th/id/OIP.80dE-EpkwkYuo5wkA4pc2AAAAA?w=150&h=181&c=7&r=0&o=5&pid=1.7
Anne Frank Remembered: The Story of the Woman Who Helped to Hide the Frank Family,Miep Gies/Alison Leslie Gold,Nonfiction;History;World War II;Holocaust;Autobiography;Classics;Historical;Biography Memoir;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.HpHzpJ5DLrxH_ayrTepsAwHaD4?w=194&h=102&c=7&r=0&o=5&pid=1.7
The Diary of Anne Frank,Frances Goodrich/Albert Hackett/Wendy Kesselman,Plays;Classics;Nonfiction;History;Drama;Biography;Historical;Academic;School;World War II;Holocaust;Autobiography;Memoir;;,https://tse3.mm.bing.net/th/id/OIP.c2ziAHNj8hrc7-XWmgHFWgHaMI?w=115&h=180&c=7&r=0&o=5&pid=1.7
Anne Frank: Life in Hiding,Johanna Hurwitz/Vera Rosenberry,Biography;Nonfiction;History;World War II;Holocaust;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.1ryUFKl5qj-w84WEedx0aAAAAA?w=152&h=226&c=7&r=0&o=5&pid=1.7
Cliffs Notes on Hansberry's A Raisin in the Sun,Rosetta James,Literary Criticism;;;;;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.giKh7248u8yJRvwFq-SamgAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
Dear John,Nicholas Sparks,Womens Fiction;Chick Lit;Adult Fiction;Young Adult;Contemporary Romance;Love;Drama;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.MRNY-Z6tUTK8cSDB7flkPwHaLK?w=132&h=199&c=7&r=0&o=5&pid=1.7
All the King's Men,Robert Penn Warren,Classics;Historical Fiction;Politics;Literature;Novels;American;Literary Fiction;Southern;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.pSlZPyQgxldmvhwlGCehUgAAAA?w=194&h=308&c=7&r=0&o=5&pid=1.7
Cliffs notes on Warren's All the King's Men,L. David Allen,American fiction;;;;;;;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.z0h-WIUfn3ZAymlQXG4gPAAAAA?w=194&h=308&c=7&r=0&o=5&pid=1.7
All the King's Men: Three Stage Versions,Robert Penn Warren/James A. Perkins/James A. Grimshaw,Performing Arts;;;;;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.pSlZPyQgxldmvhwlGCehUgAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
Men's Health: Book of Muscle - The World's Most Complete Guide to Building Your Body,Ian King/Lou Schuler/Frederick Deluvier,Sports;Fitness;Reference;Nonfiction;Health;Science;;;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.u0ByffmBnnDpTHazsUW2ygHaKE?w=149&h=202&c=7&r=0&o=5&pid=1.7
Surely You're Joking  Mr. Feynman!: Adventures of a Curious Character,Richard P. Feynman,Science;Nonfiction;Physics;Autobiography;Humor;History;Biography Memoir;Audiobook;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.F-X7yN5fLlhKDoFX1kyMigAAAA?w=194&h=291&c=7&r=0&o=5&pid=1.7
The Feynman Lectures on Physics  3 Vols,Richard P. Feynman/Robert B. Leighton/Matthew L. Sands,Physics;Nonfiction;Textbooks;Reference;Mathematics;Popular Science;Academic;Classics;Computer Science;Technical;;;;;,https://tse3.mm.bing.net/th/id/OIP.Ysxmd4j-PDE35nSfhgOLsAHaF7?w=194&h=155&c=7&r=0&o=5&pid=1.7
What Do You Care What Other People Think?,Richard P. Feynman,Science;Nonfiction;Physics;Autobiography;History;Philosophy;Biography Memoir;Humor;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.Rx_Ng5wL9DsLjDNE1wjwZQHaLI?w=115&h=180&c=7&r=0&o=5&pid=1.7
Perfectly Reasonable Deviations from the Beaten Track: Letters of Richard P. Feynman,Richard P. Feynman/Michelle Feynman,Nonfiction;Physics;Autobiography;Philosophy;History;Popular Science;Biography Memoir;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.ksCryuDRxJ9rMIHkzVi9fgAAAA?w=194&h=302&c=7&r=0&o=5&pid=1.7
QED: The Strange Theory of Light and Matter,Richard P. Feynman,Physics;Nonfiction;Popular Science;Quantum Mechanics;Mathematics;Philosophy;Academic;Reference;Computer Science;Technical;;;;;,https://tse3.mm.bing.net/th/id/OIP.EFPkNiLbjsi-thi3EQvWfQHaLc?w=115&h=180&c=7&r=0&o=5&pid=1.7
Kiffe Kiffe Demain (French Edition),Faïza Guène,Cultural;France;Young Adult;Contemporary;European Literature;French Literature;Academic;Realistic Fiction;Read For School;Coming Of Age;;;;;,https://tse4.mm.bing.net/th/id/OIP.FxRaTiETzkB8kZLOm4xcBgHaL-?w=115&h=180&c=7&r=0&o=5&pid=1.7
iWoz,Steve Wozniak/Gina Smith,Biography;Nonfiction;Technology;Business;Autobiography;Memoir;History;Computer Science;Computers;Apple;Audiobook;;;;,https://tse3.mm.bing.net/th/id/OIP.mgaXx6j5DpB891PU_ErZJAHaCv?w=326&h=129&c=7&r=0&o=5&pid=1.7
Cradle to Cradle: Remaking the Way We Make Things,William McDonough/Michael Braungart,Nonfiction;Environment;Sustainability;Design;Science;Architecture;Business;Economics;Green;Biology;Ecology;;;;,https://tse1.mm.bing.net/th/id/OIP.TJa-_MlVnnSyfOe3HnlX-AHaHZ?w=194&h=193&c=7&r=0&o=5&pid=1.7
Cradle and All,James Patterson,Fiction;Suspense;Crime;Horror;Mystery Thriller;Detective;Religion;Novels;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.DPf1VWvxeOtywsnmlteFdQHaLH?w=194&h=291&c=7&r=0&o=5&pid=1.7
The Creation of the American Republic  1776-1787,Gordon S. Wood,North American Hi...;American History;Military History;Nonfiction;Politics;Literature;Law;American Revolutionary War;The United States Of America;18th Century;;;;;,https://tse1.mm.bing.net/th/id/OIP._Q2tte83v9WlgWQXlGQmTAHaJ4?w=194&h=259&c=7&r=0&o=5&pid=1.7
Power  Faith  and Fantasy: America in the Middle East 1776 to the Present,Michael B. Oren,Nonfiction;Politics;North American Hi...;American History;Cultural;Israel;Religion;World History;Political Science;Literature;War;;;;,https://tse4.mm.bing.net/th/id/OIP.FdI7rs_jZOwnfCacX5fpnwHaHa?w=194&h=194&c=7&r=0&o=5&pid=1.7
Problems of the Self: Philosophical Papers 1956 1972,Bernard Williams,Philosophy;Nonfiction;Metaphysics;Writing;Essays;Psychology;Death;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.CZY7ElBD6sKi6CbODdkdhwAAAA?w=194&h=299&c=7&r=0&o=5&pid=1.7
Moral Luck: Philosophical Papers 1973-1980,Bernard Williams,Philosophy;Nonfiction;;;;;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.06jqnHDDRzyTf4Siv3tLrgHaD4?w=194&h=102&c=7&r=0&o=5&pid=1.7
Ethics and the Limits of Philosophy,Bernard Williams,Philosophy;Nonfiction;Politics;Academic;20th Century;Reference;European Literature;British Literature;Classics;Law;;;;;,https://tse3.mm.bing.net/th/id/OIP._OyJr75p4NBNnMmgyRR3KwAAAA?w=194&h=264&c=7&r=0&o=5&pid=1.7
The Norton Anthology of Modern and Contemporary Poetry,Jahan Ramazani/Richard Ellmann/Robert O'Clair,Poetry;Fiction;Anthologies;Classics;Literature;20th Century;Textbooks;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.n0uyCDgg2511-TsjXy-WQwHaHa?w=194&h=194&c=7&r=0&o=5&pid=1.7
The Wind in the Willows,Kenneth Grahame/Gillian Avery,Classics;Fiction;Childrens;Fantasy;Animals;Young Adult;Adventure;Middle Grade;Literature;Audiobook;;;;;,https://tse4.mm.bing.net/th/id/OIP.KkmelKvEj8oL1bK7XZSGgwHaLV?w=194&h=297&c=7&r=0&o=5&pid=1.7
The Everyman Anthology of Poetry for Children,Gillian Avery/Everyman's Library/Thomas Benwick,Poetry;Childrens;;;;;;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP._RPHhbMACmye_aTRzSTbkAAAAA?w=127&h=180&c=7&r=0&o=5&pid=1.7
Holiday Romance and Other Writings for Children,Charles Dickens,Classics;Fiction;Short Stories;Literature;19th Century;Holiday;Christmas;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.be2U-sNRh9pZDhtzWZ2yqwAAAA?w=194&h=259&c=7&r=0&o=5&pid=1.7
Ideas Have Consequences,Richard M. Weaver,Philosophy;Politics;Nonfiction;Cultural;History;Education;Psychology;Classics;Sociology;Economics;;;;;,https://tse2.mm.bing.net/th/id/OIP.5YUP6RBxp5Fm9iWaPwq9ZgAAAA?w=194&h=299&c=7&r=0&o=5&pid=1.7
The Ethics of Rhetoric,Richard M. Weaver,Philosophy;Nonfiction;Politics;Language;Writing;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.1gg0p8DmfTnS7eIlPfmfyAAAAA?w=127&h=205&c=7&r=0&o=5&pid=1.7
Manliness,Harvey Mansfield,Philosophy;Nonfiction;Gender;Politics;Sociology;Psychology;Cultural;Feminism;Science;Self Help;;;;;,https://tse3.mm.bing.net/th/id/OIP.W9Rj9wxywqdeqNMaNu9HpQHaLI?w=121&h=182&c=7&r=0&o=5&pid=1.7
Anna Karenina,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,Classics;Romance;Cultural;Historical Fiction;Russian Literature;Novels;19th Century;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.8U_XLAqj9TMmiEeggzry6AAAAA?w=194&h=321&c=7&r=0&o=5&pid=1.7
The Brothers Karamazov,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,Classics;Cultural;Russian Literature;Philosophy;Novels;19th Century;Classic Literature;Religion;Historical Fiction;;;;;;,https://tse4.mm.bing.net/th/id/OIP.BdLenOZjFhb5RI34VZ2Y4AHaLE?w=194&h=290&c=7&r=0&o=5&pid=1.7
Selected Stories of Anton Chekhov,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,Short Stories;Classics;Cultural;Russian Literature;19th Century;Literary Fiction;Novels;Classic Literature;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.SSnpFENWIalqpB2Fa1Y87wHaLs?w=194&h=308&c=7&r=0&o=5&pid=1.7
Mother Maria Skobtsova: Essential Writings,Maria Skobtsova/Richard Pevear,Religion;Theology;Nonfiction;Church;Cultural;Russia;History;Biography Memoir;Spirituality;Christian;;;;;,https://tse3.mm.bing.net/th/id/OIP.EbeLLyptECO6sV0CQ8RUOQHaJi?w=194&h=250&c=7&r=0&o=5&pid=1.7
What is Art?,Leo Tolstoy/Richard Pevear/Larissa Volokhonsky,Philosophy;Art;Nonfiction;Cultural;Classics;Russian Literature;Writing;Essays;19th Century;Literary Criticism;;;;;,https://tse2.mm.bing.net/th/id/OIP.hI9i7FovNCUfitqRcD5UXQAAAA?w=194&h=298&c=7&r=0&o=5&pid=1.7
The Complete Short Novels,Anton Chekhov/Richard Pevear/Larissa Volokhonsky,Classics;Cultural;Short Stories;Russian Literature;Novels;19th Century;Literary Fiction;Novella;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.OPemljNY3-jSC4Jo6PvKEgAAAA?w=194&h=299&c=7&r=0&o=5&pid=1.7
The Double and The Gambler,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,Cultural;Classics;Russian Literature;Novels;19th Century;Short Stories;Literary Fiction;Classic Literature;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.ps8nb4m6fvjjnUKCU9rk6wHaLz?w=194&h=310&c=7&r=0&o=5&pid=1.7
The Adolescent,Fyodor Dostoyevsky/Richard Pevear/Larissa Volokhonsky,Classics;Russian Literature;Cultural;Novels;19th Century;Literary Fiction;Psychology;Unfinished;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.sOLoykTdfAlLSkjcqb2HmQAAAA?w=194&h=305&c=7&r=0&o=5&pid=1.7
If I Die in a Combat Zone,Tim O'Brien,Nonfiction;War;Autobiography;Military Fiction;Biography Memoir;Military History;Historical;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.Py4v3q4u5pwfQzY3GjD1oAHaHa?w=194&h=194&c=7&r=0&o=5&pid=1.7
If I Die In A Combat Zone,Tim O'Brien,Nonfiction;War;Autobiography;Military Fiction;Biography Memoir;Military History;Historical;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.Py4v3q4u5pwfQzY3GjD1oAHaHa?w=193&h=193&c=7&r=0&o=5&pid=1.7
Rainbow Six (John Clark  #2; Jack Ryan Universe  #10),Tom Clancy/David Dukes,War;Military Fiction;Action;Spy Thriller;Espionage;Adventure;Suspense;Mystery Thriller;;;;;;,https://tse1.mm.bing.net/th/id/OIP.Vex5UuYgFVMddQWzs4WEmAHaEL?w=304&h=180&c=7&r=0&o=5&pid=1.7
Child of War  Woman of Peace,Le Ly Hayslip/James Hayslip/Jenny Wurts,Nonfiction;Autobiography;War;Cultural;Asia;History;Biography Memoir;;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.6OS7cQHkWrtDiBEsd3UC2QHaLG?w=194&h=291&c=7&r=0&o=5&pid=1.7
When Heaven and Earth Changed Places: A Vietnamese Woman's Journey from War to Peace,Le Ly Hayslip/Jay Wurts,Nonfiction;Autobiography;History;Cultural;Asia;War;Biography Memoir;Historical;Politics;;;;;;,https://tse1.mm.bing.net/th/id/OIP.ATai8zTB33MpUa5bjKABpwAAAA?w=194&h=293&c=7&r=0&o=5&pid=1.7
Philip Vera Cruz: A Personal History of Filipino Immigrants and the Farmworkers Movement,Craig Scharlin/Lilia V. Villanueva,History;Nonfiction;Labor;Politics;Social Issues;Social Movements;Biography;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.u4sCLylW6F9bBjlau79jfwAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
Coming of Age in Mississippi: The Classic Autobiography of a Young Black Girl in the Rural South,Anne Moody,Nonfiction;Autobiography;Cultural;African American;Race;Academic;School;Biography Memoir;North American Hi...;American History;;;;;,https://tse1.mm.bing.net/th/id/OIP.vp4DU4AaeTi2OCWDcrbm9gHaE8?w=194&h=129&c=7&r=0&o=5&pid=1.7
I'm Too Young To Be Seventy,Judith Viorst/Laura Gibson,Poetry;Humor;Nonfiction;Adult;Relationships;;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.PnA7MLSwn-wTBvpi04mH2wHaI_?w=137&h=180&c=7&r=0&o=5&pid=1.7
Seventy-Seven Clocks (Bryant & May #3),Christopher Fowler,Crime;Mystery Thriller;European Literature;British Literature;Historical Fiction;Detective;Humor;Audiobook;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.B-eTECpzBnuDAFtuOYLIUAHaL6?w=194&h=312&c=7&r=0&o=5&pid=1.7
The Blank Slate: The Modern Denial of Human Nature,Steven Pinker,Psychology;Science;Nonfiction;Philosophy;Sociology;Biology;Politics;Evolution;Anthropology;Neuroscience;;;;;,https://tse4.mm.bing.net/th/id/OIP.PhZKhMbubvHP4HV7HbsgUgHaLX?w=194&h=298&c=7&r=0&o=5&pid=1.7
The Language Instinct: How the Mind Creates Language,Steven Pinker,Nonfiction;Science;Humanities;Linguistics;Psychology;Language;Philosophy;Biology;Neuroscience;Anthropology;Evolution;;;;,https://tse2.mm.bing.net/th/id/OIP.AN37w8LGIZQEQmVIeeE7zgHaLX?w=194&h=298&c=7&r=0&o=5&pid=1.7
Learnability and Cognition: The Acquisition of Argument Structure,Steven Pinker/Jacques A. Mehler,Psychology;Humanities;Linguistics;Science;Language;Nonfiction;Philosophy;Education;;;;;;;,https://tse3.mm.bing.net/th/id/OIP.xlXKG2eERQNlQWeCxPC0KwHaLG?w=194&h=291&c=7&r=0&o=5&pid=1.7
Fight Club,Chuck Palahniuk,Classics;Contemporary;Thriller;Novels;Mystery;Literature;American;Adult Fiction;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.hFtHNYhibRZnzGKQKrxSRgAAAA?w=194&h=291&c=7&r=0&o=5&pid=1.7
BSD Hacks,Lavigne,Computer Science;Technical;Computers;;;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.suF96L-l3JE-NU_02Fqc9wAAAA?w=194&h=291&c=7&r=0&o=5&pid=1.7
The Design and Implementation of the 4.3BSD UNIX Operating System,Samuel J. Leffler/Marshall Kirk McKusick/Michael J. Karels,Computer Science;Programming;;;;;;;;;;;;;,https://tse4.mm.bing.net/th/id/OIP.-eJvwAoiF-qnGoVFYHUOMwAAAA?w=194&h=284&c=7&r=0&o=5&pid=1.7
Choke,Stuart Woods,Fiction;Suspense;Crime;Mystery Thriller;Murder Mystery;Audiobook;Novels;Adult;;;;;;;,https://tse1.mm.bing.net/th/id/OIP.OTeLg3015fCamGiB0IbUBgHaHC?w=194&h=184&c=7&r=0&o=5&pid=1.7
Choke Point: A Brinker Mystery (Brinker P.I.),James C. Mitchell,Fiction;;;;;;;;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.1NjxsuzeRqAGJb02OSEoMwAAAA?w=115&h=180&c=7&r=0&o=5&pid=1.7
The Aleph and Other Stories,Jorge Luis Borges/Andrew Hurley,Short Stories;Fiction;Classics;Fantasy;Magical Realism;European Literature;Spanish Literature;Cultural;Philosophy;Latin American Literature;;;;;,https://tse3.mm.bing.net/th/id/OIP.sPEzNNUT2xogNfv1WvPvzAAAAA?w=194&h=309&c=7&r=0&o=5&pid=1.7
El Aleph,Jorge Luis Borges,Short Stories;Fiction;Classics;Fantasy;Magical Realism;European Literature;Spanish Literature;Cultural;Philosophy;Latin American Literature;;;;;,https://tse2.mm.bing.net/th/id/OIP.oes6OJLaTV376OKUssUAvwHaLq?w=194&h=305&c=7&r=0&o=5&pid=1.7
Vanity Fair,William Makepeace Thackeray/John Carey,Classics;Historical Fiction;19th Century;Romance;European Literature;British Literature;Victorian;Classic Literature;Novels;;;;;;,https://tse4.mm.bing.net/th/id/OIP.WDf01ZOGlgu30tmnqrhINgAAAA?w=194&h=243&c=7&r=0&o=5&pid=1.7
Vanity Fair,William Makepeace Thackeray/Nicholas Dames,Classics;Historical Fiction;19th Century;Romance;European Literature;British Literature;Victorian;Classic Literature;Novels;;;;;;,https://tse4.mm.bing.net/th/id/OIP.WDf01ZOGlgu30tmnqrhINgAAAA?w=194&h=243&c=7&r=0&o=5&pid=1.7
Vanity Fair,William Makepeace Thackeray,Classics;Historical Fiction;19th Century;Romance;European Literature;British Literature;Victorian;Classic Literature;Novels;;;;;;,https://tse2.mm.bing.net/th/id/OIP.aFeor5FFJLvNgPaBtsl9wQHaLf?w=194&h=302&c=7&r=0&o=5&pid=1.7
V for Vendetta,Alan Moore/David   Lloyd,Sequential Art;Science Fiction;Dystopia;Graphic Novels Comics;Classics;Comic Book;Politics;Fantasy;;;;;;;,https://tse2.mm.bing.net/th/id/OIP.2KZ5pN13EKLaAk0_cupHkQHaK5?w=194&h=285&c=7&r=0&o=5&pid=1.7
